Timestamp,State,Are you attending National Convention 2021 in person?,Party,Have you decided on a presidential ticket?,Vote,Are you open to changing your mind?,Which of these factors most greatly influences your decision to support a specific Presidential ticket?,What do you value most in a candidate?,Are you more likely to cast your vote based upon an individual or a message?,Do you have a personal Instagram account?,How important is a candidate's social media presence?,Which of the following influences your vote the most?,How many years have you been involved with TeenPact?,Which of the following candidate's names do you recognize?
5/18/2021 14:09:33,Tennessee,Yes,Compassion,Yes,Elise Hof/Brock Freeland,No,Prior relationship with candidates,Leads by example,Individual,Yes,Slightly,Campaign team members,6+,"Caroline Allen, Jackson Archer, Walter Baldwin, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Reese Chatman, Noah Diaz, Heidi Dillow, Eden Edwards, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Victoria Hemphill, Elise Hof, Madison Hunsucker, John Jordan, Caleb Knapp, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Rhianna Philcox, Lillian Savage, Cassie Sawyer, Caleb Shirk, Corban Smith, Macie Smith, Jacques Thibodeaux, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 14:10:07,Michigan,No,N/A,Yes,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Humility,Message,Yes,Very,Campaign team members,This is my first year,"Jeffrey Baker, Libby Bova, Noah Diaz, Wyatt Dillard, Lara Doorn, Eden Edwards, Brock Freeland, Marisa Garcia, Trevor Harrison, Elise Hof, Brooklyn Manning, Noah Powers, Lillian Savage, Colton Taussig, Luke Willson"
5/18/2021 14:12:02,Nebraska,Yes,Vision,No,Undecided,Yes,Social media presence,Leads by example,Individual,Yes,Slightly,Campaign team members,2-3,"Caroline Allen, Jeffrey Baker, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Jake Brietzke, Reese Chatman, Noah Diaz, Heidi Dillow, Eden Edwards, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Joseph Lasseter, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Rhianna Philcox, Marco Pineda, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, Jed Sicilia, Corban Smith, Macie Smith, John Sprayberry, Linnea Stuart, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 14:13:07,Oklahoma,No,N/A,No,Luke Willson/Noah Diaz,Yes,Social media presence,Kindness,Individual,Yes,Very,Social Media presence,6+,"Beth Berry, Noah Diaz, Tylah Lynn, Noah Powers"
5/18/2021 14:14:37,Florida,Yes,Compassion,Yes,Ethan Wright/Lauren Wagner,No,Prior relationship with candidates,Humility,Individual,Yes,Very,Social Media presence,4-5,"Caroline Allen, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Noah Diaz, Heidi Dillow, Lara Doorn, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Victoria Hemphill, Elise Hof, Tylah Lynn, Grant May, Daniel McCarthy, Rhianna Philcox, Brennan Roub, Lillian Savage, Cassie Sawyer, Corban Smith, Macie Smith, John Sprayberry, Lauren Wagner, Elizabeth Williams, Luke Willson, Leah Willson, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 14:14:59,Texas,No,N/A,Yes,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Honesty,Individual,Yes,Slightly,Social Media presence,4-5,"Bruce Bigler, Libby Bova, Brooks Breedlove, Noah Diaz, Wyatt Dillard, Gabrielle Erickson, Hannah Nelson, Aidan Pellegrin, Noah Powers, Cassie Sawyer, Macie Smith, Lauren Wagner, Luke Willson, Ethan Wright, Max Zepeda"
5/18/2021 14:19:18,Oklahoma,Yes,Perseverance,No,Undecided,Yes,Personal interaction at National Convention,Confidence,Individual,Yes,Very,Campaign team members,This is my first year,"Beth Berry, Noah Diaz, Lara Doorn, Tara Beth Forehand, Brock Freeland, Lydia Graham, Elise Hof, Caleb Knapp, Tylah Lynn, John Sprayberry"
5/18/2021 14:20:05,Iowa,Yes,Perseverance,No,Elise Hof/Brock Freeland,Yes,Campaign team outreach,Honesty,Individual,No,Slightly,Campaign team members,This is my first year,"Jeffrey Baker, Walter Baldwin, Bruce Bigler, Sarah Botti, Brooks Breedlove, Noah Diaz, Heidi Dillow, Eden Edwards, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Caleb Griffin, Elise Hof, Caleb Knapp, Brooklyn Manning, Grant May, Hannah Nelson, Marco Pineda, John Sprayberry, Luke Willson, Max Zepeda"
5/18/2021 14:21:45,Mississippi,Yes,Perseverance,No,Walt Baldwin/Cassie Sawyer,Yes,Prior relationship with candidates,Humility,Individual,Yes,Slightly,Campaign merchandise,2-3,"Walter Baldwin, Noah Diaz, Wyatt Dillard, Eden Edwards, Evie Erickson, Gabrielle Erickson, Caleb Griffin, Grant May, Jamison Murabito, Sarah Strozier, Grayson Sykes"
5/18/2021 14:22:15,Nebraska,No,N/A,No,Undecided,Yes,Prior relationship with candidates,Leads by example,Individual,Yes,Hardly,Campaign merchandise,2-3,"Heidi Dillow, Dannen Farabee, Caleb Griffin, Brooklyn Manning"
5/18/2021 14:23:30,Kansas,No,N/A,No,Undecided,No,Social media presence,Likeability/humor,Individual,Yes,Very,Social Media presence,6+,"Noah Diaz, Heidi Dillow, Evie Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Griffin, Elise Hof, Caleb Knapp, Rhianna Philcox, Noah Powers, Brennan Roub, Caleb Shirk, Corban Smith, Lauren Wagner, Wynn Waldbeser, Chloe Jo Woodell, Whitnie Yoder"
5/18/2021 14:24:26,Michigan,Yes,Perseverance,Yes,Noah Powers/Trevor Harrison,Yes,Prior relationship with candidates,Leads by example,Message,Yes,Slightly,Campaign team members,4-5,"Jeffrey Baker, Sarah Botti, Noah Diaz, Lara Doorn, Marisa Garcia, Trevor Harrison, Hannah Nelson, Marco Pineda, Rose Schumacher, Leah Willson"
5/18/2021 14:24:59,Tennessee,Yes,Vision,No,Elise Hof/Brock Freeland,Yes,Performance during debates,Humility,Individual,Yes,Not at all,Elections Hall Table Set-up,4-5,"Walter Baldwin, Jake Brietzke, Reese Chatman, Isaac Cullum, Noah Diaz, Evie Erickson, Brock Freeland, Elise Hof, Caleb Knapp, Grant May, Daniel McCarthy, Jamison Murabito, Cassie Sawyer, John Sprayberry, Jacques Thibodeaux, Lauren Wagner, Elizabeth Williams, Luke Willson, Max Zepeda"
5/18/2021 14:27:02,Nebraska,Yes,N/A,No,Tara Beth Forehand/Lydia Graham,Yes,Performance during debates,Confidence,Individual,Yes,Hardly,Social Media presence,6+,"Walter Baldwin, Madalyn Bizak, Sarah Botti, Libby Bova, Jake Brietzke, Isaac Cullum, Noah Diaz, Heidi Dillow, Eden Edwards, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Victoria Hemphill, Elise Hof, John Jordan, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Hannah Nelson, Rhianna Philcox, Brennan Roub, Caleb Shirk, Wynn Waldbeser, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 14:27:35,Florida,Yes,Vision,Yes,Elise Hof/Brock Freeland,Yes,Prior relationship with candidates,Honesty,Individual,Yes,Slightly,Campaign merchandise,4-5,"Caroline Allen, Walter Baldwin, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Reese Chatman, Isaac Cullum, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Marco Pineda, Noah Powers, Brennan Roub, Lillian Savage, Caleb Shirk, Corban Smith, John Sprayberry, Linnea Stuart, Lauren Wagner, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 14:28:01,Nebraska,No,N/A,Yes,Elise Hof/Brock Freeland,Yes,Social media presence,Kindness,Message,Yes,Slightly,Social Media presence,This is my first year,"Heidi Dillow, Dannen Farabee, Brock Freeland, Caleb Knapp, Brooklyn Manning, Daniel McCarthy"
5/18/2021 14:29:05,Florida,No,N/A,No,Tara Beth Forehand/Lydia Graham,Yes,Campaign team outreach,Leads by example,Individual,Yes,Very,Campaign team members,2-3,"Walter Baldwin, Sarah Botti, Libby Bova, Reese Chatman, Noah Diaz, Evie Erickson, Gabrielle Erickson, Lydia Graham, Micah Hill, Grant May, Noah Powers, Linnea Stuart, Ethan Wright"
5/18/2021 14:29:08,Nebraska,No,N/A,Yes,Elise Hof/Brock Freeland,Yes,Prior relationship with candidates,Honesty,Individual,Yes,Slightly,Campaign team members,4-5,"Madalyn Bizak, Sarah Botti, Libby Bova, Noah Diaz, Heidi Dillow, Eden Edwards, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Elise Hof, Caleb Knapp, Brooklyn Manning, Hannah Nelson, Lillian Savage, Corban Smith, Elizabeth Williams, Luke Willson, Chloe Jo Woodell"
5/18/2021 14:30:29,Virginia,Yes,N/A,No,Undecided,Yes,Prior relationship with candidates,Humility,Individual,Yes,Slightly,Campaign team members,6+,"Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Noah Diaz, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, Jed Sicilia, Corban Smith, Macie Smith, Linnea Stuart, Colton Taussig, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 14:31:37,Oklahoma,No,N/A,Yes,Other,Yes,Prior relationship with candidates,Likeability/humor,Individual,No,Slightly,Campaign team members,This is my first year,"Bruce Bigler, Reese Chatman, Micah Hill, Noah Kent, Noah Powers, Whitnie Yoder"
5/18/2021 14:31:40,Tennessee,Yes,Vision,Yes,Luke Willson/Noah Diaz,Yes,Performance during debates,Leads by example,Individual,Yes,Slightly,Campaign team members,2-3,"Jackson Archer, Madalyn Bizak, Sarah Botti, Noah Diaz, Evie Erickson, Brock Freeland, Elise Hof, Caleb Knapp, Grant May, Jacques Thibodeaux, Elizabeth Williams, Luke Willson, Max Zepeda"
5/18/2021 14:36:05,Alabama,Yes,Vision,No,Tara Beth Forehand/Lydia Graham,Yes,Performance during debates,Leads by example,Individual,Yes,Slightly,Elections Hall Table Set-up,2-3,"Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Reese Chatman, Noah Diaz, Heidi Dillow, Lara Doorn, Eden Edwards, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Griffin, Caleb Hahn, Elise Hof, Noah Kent, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Gideon Miller, Hannah Nelson, Rhianna Philcox, Noah Powers, Lillian Savage, Cassie Sawyer, Caleb Shirk, Lauren Wagner, Luke Willson, Leah Wilson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 14:37:23,Arizona,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,Yes,Performance during debates,Kindness,Individual,Yes,Slightly,Campaign team members,2-3,"Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Reese Chatman, Noah Diaz, Heidi Dillow, Lara Doorn, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Griffin, Victoria Hemphill, Micah Hill, Elise Hof, Noah Kent, Daniel McCarthy, Nathaniel Olaires, Lillian Savage, Lauren Wagner, Luke Willson, Leah Wilson, Ethan Wright, Max Zepeda"
5/18/2021 14:38:37,Nebraska,Yes,Vision,No,Elise Hof/Brock Freeland,Yes,Personal interaction at National Convention,Leads by example,Individual,Yes,Slightly,Social Media presence,4-5,"Madalyn Bizak, Libby Bova, Brooks Breedlove, Reese Chatman, Isaac Cullum, Noah Diaz, Heidi Dillow, Lara Doorn, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Grace Hardison, Victoria Hemphill, Elise Hof, Noah Kent, Hannah Nelson, Lillian Savage, Elizabeth Williams"
5/18/2021 14:42:32,Arizona,Yes,Perseverance,No,Elise Hof/Brock Freeland,Yes,Social media presence,Leads by example,Individual,Yes,Very,Social Media presence,2-3,"Beth Berry, Madalyn Bizak, Reese Chatman, Noah Diaz, Lara Doorn, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Elise Hof, Caleb Knapp, Brooklyn Manning, Daniel McCarthy, Luke Willson, Ethan Wright, Max Zepeda"
5/18/2021 14:43:23,Nevada,Yes,Vision,No,Elise Hof/Brock Freeland,Yes,Social media presence,Confidence,Individual,Yes,Very,Campaign team members,This is my first year,"Madalyn Bizak, Sarah Botti, Noah Diaz, Evie Erickson, Gabrielle Erickson, Brock Freeland, Marisa Garcia, Lydia Graham, Elise Hof, John Jordan, Gideon Miller, Hannah Nelson, Marco Pineda, Noah Powers, Lillian Savage, John Sprayberry, Max Zepeda"
5/18/2021 14:46:19,Texas,Yes,N/A,No,Tara Beth Forehand/Lydia Graham,Yes,Performance during debates,Likeability/humor,Individual,Yes,Very,Campaign team members,4-5,"Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Heidi Dillow, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Elise Hof, John Jordan, Caleb Knapp, Tylah Lynn, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Rhianna Philcox, Brennan Roub, Caleb Shirk, Macie Smith, Lauren Wagner, Wynn Waldbeser, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 14:49:02,Missouri,No,N/A,No,Undecided,Yes,Performance during debates,Leads by example,Individual,Yes,Slightly,Campaign team members,4-5,"Bruce Bigler, Madalyn Bizak, Sarah Botti, Noah Diaz, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Caleb Knapp, Tylah Lynn, Corban Smith, Luke Willson"
5/18/2021 14:49:32,Tennessee,Yes,Vision,No,Luke Willson/Noah Diaz,Yes,Prior relationship with candidates,Leads by example,Message,Yes,Slightly,Campaign merchandise,This is my first year,"Sam Deiters, Noah Diaz, Evie Erickson, Jacques Thibodeaux, Ethan Wright"
5/18/2021 14:50:15,Mississippi,Yes,Perseverance,Yes,,Yes,Performance during debates,Good listener,Individual,Yes,Slightly,Campaign team members,4-5,"Jeffrey Baker, Walter Baldwin, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Sam Deiters, Noah Diaz, Wyatt Dillard, Heidi Dillow, Eden Edwards, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Griffin, Caleb Hahn, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Brennan Roub, Lillian Savage, Caleb Shirk, Macie Smith, John Sprayberry, Grayson Sykes, Colton Taussig, Jacques Thibodeaux, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 14:53:13,Kansas,No,Perseverance,No,Noah Powers/Trevor Harrison,Yes,Personal interaction at National Convention,Open-mindedness,Message,Yes,Slightly,Campaign team members,2-3,"Heidi Dillow, Tara Beth Forehand, Brock Freeland, Caleb Knapp, Rose Schumacher"
5/18/2021 14:54:35,Florida,No,N/A,No,Tara Beth Forehand/Lydia Graham,Yes,Performance during debates,Humility,Message,Yes,Very,Social Media presence,6+,"Jackson Archer, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Isaac Cullum, Noah Diaz, Lara Doorn, Evie Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Griffin, Caleb Hahn, Elise Hof, Noah Kent, Caleb Knapp, Joseph Lasseter, Tylah Lynn, Grant May, Daniel McCarthy, Caleb Shirk, Linnea Stuart, Colton Taussig, Lauren Wagner, Wynn Waldbeser, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 14:54:38,Alabama,No,N/A,Yes,Tara Beth Forehand/Lydia Graham,Yes,Campaign team outreach,Humility,Message,No,Not at all,Campaign team members,This is my first year,"Myra Ehrenberg, Tara Beth Forehand, Lydia Graham, Caleb Griffin, Caleb Knapp, Gideon Miller, Nathaniel Olaires, Macie Smith, Chloe Jo Woodell"
5/18/2021 14:57:30,Texas,Yes,Perseverance,No,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Honesty,Message,Yes,Slightly,Campaign Posters,6+,"Noah Diaz, Eden Edwards, Evie Erickson, Brock Freeland, Marisa Garcia, Elise Hof, Grant May, Luke Willson"
5/18/2021 14:57:39,Washington,No,N/A,Yes,Other,Yes,Prior relationship with candidates,Likeability/humor,Individual,Yes,Slightly,Social Media presence,This is my first year,"Isaac Cullum, Caleb Hahn, Noah Kent, Caleb Shirk, Macie Smith, Chloe Jo Woodell"
5/18/2021 14:57:51,Florida,Yes,Perseverance,Yes,Ethan Wright/Lauren Wagner,Yes,,Likeability/humor,Individual,Yes,Slightly,Social Media presence,This is my first year,"Sarah Botti, Brock Freeland, Brooklyn Manning, Daniel McCarthy, Noah Powers, Brennan Roub, Lauren Wagner, Ethan Wright"
5/18/2021 14:59:11,North Carolina,Yes,Perseverance,No,Elise Hof/Brock Freeland,Yes,Prior relationship with candidates,Humility,Message,No,Very,Campaign team members,2-3,"Aidan Aichele, Walter Baldwin, Jake Brietzke, Reese Chatman, Noah Diaz, Evie Erickson, Tara Beth Forehand, Brock Freeland, Elise Hof, Grant May, Nathaniel Olaires, Wynn Waldbeser, Luke Willson, Chloe Jo Woodell, Whitnie Yoder"
5/18/2021 15:01:49,Delaware,Yes,Perseverance,Yes,Elise Hof/Brock Freeland,No,Prior relationship with candidates,Likeability/humor,Individual,Yes,Slightly,Campaign team members,4-5,"Caroline Allen, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Jake Brietzke, Reese Chatman, Noah Diaz, Wyatt Dillard, Heidi Dillow, Eden Edwards, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Hahn, Victoria Hemphill, Elise Hof, Madison Hunsucker, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Rhianna Philcox, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Rose Schumacher, Caleb Shirk, Corban Smith, Macie Smith, John Sprayberry, Colton Taussig, Lauren Wagner, Elizabeth Williams, Luke Willson, Leah Wilson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 15:06:31,Mississippi,,N/A,No,Elise Hof/Brock Freeland,Yes,Performance during debates,Honesty,Individual,Yes,Slightly,Campaign team members,2-3,"Noah Diaz, Brock Freeland, Elise Hof, Daniel McCarthy, Lillian Savage"
5/18/2021 15:06:55,New York,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,No,Prior relationship with candidates,Good listener,Individual,Yes,Very,Campaign team members,4-5,"Jeffrey Baker, Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Isaac Cullum, Noah Diaz, Heidi Dillow, Eden Edwards, Evie Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Victoria Hemphill, Micah Hill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, Macie Smith, John Sprayberry, Linnea Stuart, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Leah Wilson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 15:07:01,Nebraska,No,N/A,No,Elise Hof/Brock Freeland,Yes,Performance during debates,Likeability/humor,Individual,Yes,Very,Social Media presence,4-5,"Sarah Botti, Heidi Dillow, Dannen Farabee, Victoria Hemphill, Elise Hof, Brooklyn Manning, Chloe Jo Woodell"
5/18/2021 15:07:57,Florida,No,N/A,No,Undecided,Yes,Performance during debates,Good listener,Message,Yes,Hardly,Campaign team members,4-5,"Noah Diaz, Daniel McCarthy, Corban Smith, Lauren Wagner"
5/18/2021 15:11:03,Florida,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,No,Prior relationship with candidates,Honesty,Individual,Yes,Slightly,Campaign team members,6+,"Sarah Botti, Isaac Cullum, Noah Diaz, Myra Ehrenberg, Evie Erickson, Brock Freeland, Elise Hof, Daniel McCarthy, Cassie Sawyer, John Sprayberry, Linnea Stuart, Luke Willson, Whitnie Yoder, Max Zepeda"
5/18/2021 15:11:31,Michigan,Yes,Perseverance,Yes,Noah Powers/Trevor Harrison,No,Prior relationship with candidates,Open-mindedness,Message,No,Slightly,Campaign team members,2-3,"Jeffrey Baker, Noah Diaz, Lara Doorn, Tara Beth Forehand, Brock Freeland, Trevor Harrison, Caleb Knapp, Noah Powers, Lauren Wagner, Elizabeth Williams, Luke Willson, Ethan Wright"
5/18/2021 15:12:12,Alabama,Yes,Vision,Yes,Tara Beth Forehand/Lydia Graham,Yes,Campaign team outreach,Humility,Individual,Yes,Slightly,Campaign team members,2-3,"Walter Baldwin, Beth Berry, Bruce Bigler, Brooks Breedlove, Noah Diaz, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Elise Hof, Caleb Knapp, Grant May, Daniel McCarthy, Gideon Miller, Hannah Nelson, Nathaniel Olaires, Lillian Savage, Macie Smith, Lauren Wagner, Luke Willson, Chloe Jo Woodell"
5/18/2021 15:12:52,Texas,No,N/A,Yes,Luke Willson/Noah Diaz,Yes,Personal interaction at National Convention,Leads by example,Individual,Yes,Hardly,Campaign team members,4-5,"Beth Berry, Sarah Botti, Jake Brietzke, Reese Chatman, Noah Diaz, Evie Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Elise Hof, John Jordan, Caleb Knapp, Grant May, Daniel McCarthy, Lillian Savage, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 15:14:49,Alabama,Yes,N/A,Yes,Tara Beth Forehand/Lydia Graham,Yes,Prior relationship with candidates,Leads by example,Individual,Yes,Very,Social Media presence,2-3,"Caroline Allen, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Noah Diaz, Heidi Dillow, Lara Doorn, Myra Ehrenberg, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Brooklyn Manning, Daniel McCarthy, Gideon Miller, Hannah Nelson, Nathaniel Olaires, Marco Pineda, Noah Powers, Lillian Savage, John Sprayberry, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Max Zepeda"
5/18/2021 15:15:41,Louisiana,Yes,Vision,Yes,Elise Hof/Brock Freeland,Yes,Personal interaction at National Convention,Leads by example,Individual,No,Slightly,Campaign team members,4-5,"Sarah Botti, Brock Freeland, Grace Hardison, Elise Hof, Aidan Pellegrin, Whitnie Yoder"
5/18/2021 15:15:43,Alabama,Yes,Vision,No,Tara Beth Forehand/Lydia Graham,Yes,Performance during debates,Leads by example,Individual,Yes,Slightly,Campaign team members,6+,"Walter Baldwin, Beth Berry, Sarah Botti, Libby Bova, Brooks Breedlove, Reese Chatman, Noah Diaz, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Griffin, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Caleb Knapp, Brooklyn Manning, Grant May, Daniel McCarthy, Gideon Miller, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Marco Pineda, Brennan Roub, Lillian Savage, Caleb Shirk, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 15:16:12,Maine,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,No,Campaign team outreach,Leads by example,Individual,Yes,Very,Campaign team members,4-5,"Caroline Allen, Jeffrey Baker, Walter Baldwin, Beth Berry, Sarah Botti, Libby Bova, Jake Brietzke, Noah Diaz, Lara Doorn, Evie Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Griffin, Caleb Hahn, Trevor Harrison, Elise Hof, John Jordan, Caleb Knapp, Joseph Lasseter, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Rhianna Philcox, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, John Sprayberry, Lauren Wagner, Luke Willson, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 15:16:18,Georgia,Yes,Perseverance,No,Luke Willson/Noah Diaz,Yes,Social media presence,Leads by example,Message,Yes,Very,Social Media presence,2-3,"Jeffrey Baker, Walter Baldwin, Madalyn Bizak, Sarah Botti, Reese Chatman, Noah Diaz, Heidi Dillow, Lara Doorn, Eden Edwards, Myra Ehrenberg, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Victoria Hemphill, Elise Hof, Madison Hunsucker, John Jordan, Caleb Knapp, Brooklyn Manning, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Marco Pineda, Lillian Savage, Jed Sicilia, John Sprayberry, Wynn Waldbeser, Luke Willson, Chloe Jo Woodell, Max Zepeda"
5/18/2021 15:16:18,Alabama,Yes,N/A,No,Tara Beth Forehand/Lydia Graham,Yes,Personal interaction at National Convention,Honesty,Message,Yes,Hardly,Elections Hall Table Set-up,4-5,"Beth Berry, Libby Bova, Brooks Breedlove, Noah Diaz, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Lydia Graham, Caleb Knapp, Gideon Miller, Rhianna Philcox, Noah Powers, Lillian Savage, Chloe Jo Woodell"
