Timestamp,State,Are you attending National Convention 2021 in person?,Party,Have you decided on a presidential ticket?,Vote,Are you open to changing your mind?,Which of these factors most greatly influences your decision to support a specific Presidential ticket?,What do you value most in a candidate?,Are you more likely to cast your vote based upon an individual or a message?,Do you have a personal Instagram account?,How important is a candidate's social media presence?,Which of the following influences your vote the most?,How many years have you been involved with TeenPact?,Which of the following candidate's names do you recognize?
5/18/2021 12:43:56,Oregon,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,No,Prior relationship with candidates,Leads by example,Individual,Yes,Slightly,Social Media presence,4-5,"Caroline Allen, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Reese Chatman, Noah Diaz, Heidi Dillow, Eden Edwards, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Elise Hof, John Jordan, Caleb Knapp, Tylah Lynn, Grant May, Daniel McCarthy, Hannah Nelson, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, Macie Smith, Linnea Stuart, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 12:44:00,Oklahoma,Yes,Perseverance,No,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Leads by example,Individual,No,Slightly,Campaign team members,2-3,"Jeffrey Baker, Walter Baldwin, Beth Berry, Bruce Bigler, Noah Diaz, Gabrielle Erickson, Dannen Farabee, Brock Freeland, Lydia Graham, Caleb Griffin, Madison Hunsucker, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Gideon Miller, Hannah Nelson, Marco Pineda, Noah Powers, Lillian Savage, Luke Willson"
5/18/2021 12:44:10,Kansas,Yes,Vision,Yes,Elise Hof/Brock Freeland,Yes,Performance during debates,Confidence,Individual,Yes,Hardly,Campaign team members,4-5,"Caroline Allen, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Noah Diaz, Heidi Dillow, Eden Edwards, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Rhianna Philcox, Brennan Roub, Lillian Savage, Caleb Shirk, Corban smith, Macie Smith, Colton Taussig, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 12:44:29,Oklahoma,No,N/A,No,Luke Willson/Noah Diaz,Yes,Prior relationship with candidates,Humility,Individual,Yes,Slightly,Social Media presence,6+,"Caroline Allen, Jeffrey Baker, Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Jake Brietzke, Reese Chatman, Noah Diaz, Wyatt Dillard, Heidi Dillow, Eden Edwards, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Griffin, Caleb Hahn, Victoria Hemphill, Elise Hof, Madison Hunsucker, John Jordan, Noah Kent, Caleb Knapp, Joseph Lasseter, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Gideon Miller, Jamison Murabito, Hannah Nelson, Lillian Savage, Cassie Sawyer, Caleb Shirk, Corban smith, Macie Smith, John Sprayberry, Linnea Stuart, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 12:44:33,Georgia,Yes,Compassion,No,,Yes,Personal interaction at National Convention,Kindness,Individual,Yes,Very,Social Media presence,4-5,"Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Jake Brietzke, Reese Chatman, Noah Diaz, Heidi Dillow, Eden Edwards, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Caleb Hahn, Elise Hof, John Jordan, Noah Kent, Tylah Lynn, Brooklyn Manning, Daniel McCarthy, Gideon Miller, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Marco Pineda, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, John Sprayberry, Linnea Stuart, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 12:45:48,Arkansas,No,N/A,Yes,Luke Willson/Noah Diaz,Yes,Prior relationship with candidates,Honesty,Message,No,Very,Social Media presence,2-3,"Noah Diaz, Luke Willson, Chloe Jo Woodell"
5/18/2021 12:45:52,Mississippi,Yes,Perseverance,No,Elise Hof/Brock Freeland,Yes,Campaign team outreach,Leads by example,Message,No,Not at all,Campaign team members,2-3,"Jeffrey Baker, Walter Baldwin, Sarah Botti, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Brock Freeland, Marisa Garcia, Caleb Griffin, Elise Hof, Madison Hunsucker, Jamison Murabito, Sarah Strozier"
5/18/2021 12:47:05,Mississippi,Yes,Compassion,Yes,Walt Baldwin/Cassie Sawyer,No,Prior relationship with candidates,Likeability/humor,Message,Yes,Slightly,Elections Hall Table Set-up,2-3,"Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Jake Brietzke, Reese Chatman, Noah Diaz, Wyatt Dillard, Heidi Dillow, Eden Edwards, Gabrielle Erickson, Marisa Garcia, Lydia Graham, Caleb Griffin, Caleb Hahn, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Grant May, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Noah Powers, Brennan Roub, Cassie Sawyer, Caleb Shirk, Jed Sicilia, Corban smith, Macie Smith, John Sprayberry, Sarah Strozier, Grayson Sykes, Colton Taussig, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 12:47:05,Texas,No,N/A,No,Undecided,Yes,Performance during debates,Leads by example,Individual,No,Slightly,Campaign team members,This is my first year,"Jeffrey Baker, Noah Diaz, Marisa Garcia, Luke Willson"
5/18/2021 12:47:08,Tennessee,Yes,Vision,Yes,Elise Hof/Brock Freeland,No,Prior relationship with candidates,Confidence,Individual,Yes,Very,Campaign team members,6+,"Caroline Allen, Jackson Archer, Jeffrey Baker, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Noah Diaz, Heidi Dillow, Eden Edwards, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Brennan Roub, Lillian Savage, Caleb Shirk, Corban smith, Macie Smith, Colton Taussig, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder"
5/18/2021 12:47:24,Texas,Yes,Vision,Yes,Elise Hof/Brock Freeland,No,Prior relationship with candidates,Leads by example,Individual,Yes,Very,Campaign team members,2-3,"Madalyn Bizak, Sarah Botti, Jake Brietzke, Noah Diaz, Myra Ehrenberg, Dannen Farabee, Brock Freeland, Elise Hof, John Jordan, Caleb Knapp, Brooklyn Manning, Grant May, Hannah Nelson, Brennan Roub, Lillian Savage, Luke Willson, Chloe Jo Woodell, Max Zepeda"
5/18/2021 12:48:10,South Carolina,Yes,Perseverance,No,Other,Yes,Prior relationship with candidates,Confidence,Individual,Yes,Slightly,Campaign team members,4-5,"Sarah Botti, Libby Bova, Brooks Breedlove, Reese Chatman, Isaac Cullum, Noah Diaz, Heidi Dillow, Evie Erickson, Lydia Graham, Caleb Griffin, Elise Hof, John Jordan, Tylah Lynn, Grant May, Daniel McCarthy, Hannah Nelson, Nathaniel Olaires, Lillian Savage, Linnea Stuart, Whitnie Yoder, Max Zepeda"
5/18/2021 12:48:11,Iowa,Yes,Vision,Yes,Elise Hof/Brock Freeland,Yes,Prior relationship with candidates,Honesty,Individual,Yes,Very,Social Media presence,6+,"Jeffrey Baker, Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Myra Ehrenberg, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Griffin, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Caleb Knapp, Joseph Lasseter, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Rhianna Philcox, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, Jed Sicilia, Corban smith, Macie Smith, John Sprayberry, Linnea Stuart, Colton Taussig, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 12:48:28,Florida,Yes,Perseverance,No,Undecided,Yes,Personal interaction at National Convention,Honesty,Individual,Yes,Slightly,Campaign team members,4-5,"Caroline Allen, Jeffrey Baker, Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Isaac Cullum, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Hahn, Elise Hof, Madison Hunsucker, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Marco Pineda, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, John Sprayberry, Linnea Stuart, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 12:49:32,Georgia,Yes,Perseverance,No,Luke Willson/Noah Diaz,Yes,Prior relationship with candidates,Honesty,Message,Yes,Very,Social Media presence,4-5,"Walter Baldwin, Beth Berry, Madalyn Bizak, Jake Brietzke, Reese Chatman, Noah Diaz, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Victoria Hemphill, Elise Hof, Madison Hunsucker, Caleb Knapp, Tylah Lynn, Grant May, Daniel McCarthy, Jamison Murabito, Nathaniel Olaires, Rhianna Philcox, Brennan Roub, Cassie Sawyer, John Sprayberry, Linnea Stuart, Lauren Wagner, Wynn Waldbeser, Luke Willson, Leah Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 12:50:23,Missouri,Yes,Vision,No,Undecided,Yes,Prior relationship with candidates,Leads by example,Message,Yes,Very,Campaign team members,2-3,"Beth Berry, Madalyn Bizak, Sarah Botti, Noah Diaz, Wyatt Dillard, Eden Edwards, Evie Erickson, Tara Beth Forehand, Brock Freeland, Elise Hof, Nikolas Jones, John Jordan, Brooklyn Manning, Lillian Savage, Corban smith, John Sprayberry, Colton Taussig, Luke Willson, Chloe Jo Woodell, Max Zepeda"
5/18/2021 12:50:25,Texas,Yes,N/A,No,Undecided,Yes,Personal interaction at National Convention,Humility,Message,Yes,Very,Campaign team members,2-3,"Caroline Allen, Beth Berry, Sarah Botti, Jake Brietzke, Noah Diaz, Brock Freeland, Elise Hof, Joseph Lasseter, Grant May, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 12:50:39,Mississippi,Yes,Vision,Yes,Walt Baldwin/Cassie Sawyer,Yes,Prior relationship with candidates,Confidence,Individual,Yes,Very,Campaign team members,4-5,"Jeffrey Baker, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Jake Brietzke, Reese Chatman, Isaac Cullum, Noah Diaz, Heidi Dillow, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Griffin, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, Corban smith, John Sprayberry, Grayson Sykes, Lauren Wagner, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 12:51:02,Alabama,No,Perseverance,Yes,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Honesty,Message,No,Very,Campaign team members,This is my first year,"Jeffrey Baker, Brooks Breedlove, Noah Diaz, Dannen Farabee, Caleb Griffin, Caleb Knapp, Gideon Miller, Noah Powers, Luke Willson, Ethan Wright"
5/18/2021 12:51:10,Arkansas,Yes,Perseverance,No,Luke Willson/Noah Diaz,Yes,Performance during debates,Confidence,Individual,Yes,Very,Social Media presence,4-5,"Sarah Botti, Noah Diaz, Brock Freeland, Noah Kent, Rhianna Philcox, Lillian Savage, Macie Smith, Luke Willson, Chloe Jo Woodell"
5/18/2021 12:52:14,Michigan,No,N/A,Yes,Noah Powers/Trevor Harrison,Yes,Prior relationship with candidates,Confidence,Individual,No,Very,Campaign team members,4-5,"Jeffrey Baker, Madalyn Bizak, Sarah Botti, Jake Brietzke, Noah Diaz, Lara Doorn, Myra Ehrenberg, Evie Erickson, Trevor Harrison, Elise Hof, Madison Hunsucker, Brooklyn Manning, Daniel McCarthy, Noah Powers, Luke Willson, Whitnie Yoder, Max Zepeda"
5/18/2021 12:52:16,New Mexico,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,No,Campaign team outreach,Humility,Individual,Yes,Very,Campaign team members,4-5,"Caroline Allen, Walter Baldwin, Beth Berry, Madalyn Bizak, Libby Bova, Noah Diaz, Heidi Dillow, Evie Erickson, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Griffin, Caleb Hahn, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Logan Koerner, Grant May, Hannah Nelson, Rhianna Philcox, Noah Powers, Lillian Savage, Corban smith, John Sprayberry, Lauren Wagner, Luke Willson, Ethan Wright, Max Zepeda"
5/18/2021 12:52:20,Oklahoma,Yes,Vision,Yes,Noah Powers/Trevor Harrison,No,Campaign team outreach,Likeability/humor,Message,No,Slightly,Campaign merchandise,This is my first year,"Caroline Allen, Bruce Bigler, Sarah Botti, Reese Chatman, Heidi Dillow, Dannen Farabee, Tara Beth Forehand, Trevor Harrison, Elise Hof, Madison Hunsucker, Noah Kent, Brooklyn Manning, Grant May, Daniel McCarthy, Noah Powers, Lillian Savage, John Sprayberry, Whitnie Yoder, Max Zepeda"
5/18/2021 12:52:43,Alabama,Yes,Perseverance,No,Luke Willson/Noah Diaz,Yes,Performance during debates,Honesty,Individual,Yes,Very,Campaign team members,6+,"Walter Baldwin, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Reese Chatman, Noah Diaz, Heidi Dillow, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Grant May, Daniel McCarthy, Gideon Miller, Jamison Murabito, Hannah Nelson, Rhianna Philcox, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, Corban smith, Macie Smith, John Sprayberry, Lauren Wagner, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 12:52:59,Oklahoma,Yes,Vision,No,Undecided,Yes,Prior relationship with candidates,Honesty,Individual,No,Not at all,Campaign team members,2-3,"Beth Berry, Noah Diaz, Wyatt Dillard, Dannen Farabee, Caleb Griffin, Caleb Hahn, Noah Kent, Tylah Lynn, Lillian Savage"
5/18/2021 12:53:23,Michigan,Yes,Perseverance,Yes,Noah Powers/Trevor Harrison,No,Performance during debates,Confidence,Message,Yes,Very,Social Media presence,2-3,"Jeffrey Baker, Walter Baldwin, Bruce Bigler, Sarah Botti, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Myra Ehrenberg, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Griffin, Caleb Hahn, Trevor Harrison, Victoria Hemphill, Elise Hof, Madison Hunsucker, Noah Kent, Caleb Knapp, Brooklyn Manning, Grant May, Hannah Nelson, Marco Pineda, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Jed Sicilia, John Sprayberry, Lauren Wagner, Luke Willson, Leah Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 12:53:29,Illinois,No,N/A,Yes,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Leads by example,Individual,No,Not at all,Campaign team members,6+,"Caroline Allen, Jeffrey Baker, Walter Baldwin, Noah Diaz, Wyatt Dillard, Heidi Dillow, Myra Ehrenberg, Cassie Sawyer, Caleb Shirk, Luke Willson"
5/18/2021 12:53:56,Mississippi,Yes,N/A,No,Luke Willson/Noah Diaz,Yes,Prior relationship with candidates,Leads by example,Individual,Yes,Hardly,Social Media presence,6+,"Caroline Allen, Jackson Archer, Jeffrey Baker, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Isaac Cullum, Noah Diaz, Heidi Dillow, Lara Doorn, Eden Edwards, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Brennan Roub, Lillian Savage, Caleb Shirk, Corban smith, Macie Smith, John Sprayberry, Linnea Stuart, Colton Taussig, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 12:53:57,Michigan,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Leads by example,Message,Yes,Slightly,Campaign team members,2-3,"Jeffrey Baker, Walter Baldwin, Sarah Botti, Noah Diaz, Lara Doorn, Brock Freeland, Trevor Harrison, Elise Hof, Caleb Knapp, Noah Powers, Luke Willson"
5/18/2021 12:54:00,Illinois,Yes,Vision,Yes,Elise Hof/Brock Freeland,No,Prior relationship with candidates,Leads by example,Message,Yes,Very,Social Media presence,2-3,"Caroline Allen, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Reese Chatman, Noah Diaz, Heidi Dillow, Eden Edwards, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Elise Hof, John Jordan, Brooklyn Manning, Grant May, Daniel McCarthy, Hannah Nelson, Rhianna Philcox, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, Macie Smith, John Sprayberry, Linnea Stuart, Lauren Wagner, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Max Zepeda"
5/18/2021 12:54:05,Michigan,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Leads by example,Message,Yes,Slightly,Campaign team members,2-3,"Jeffrey Baker, Walter Baldwin, Sarah Botti, Noah Diaz, Lara Doorn, Brock Freeland, Trevor Harrison, Elise Hof, Caleb Knapp, Noah Powers, Luke Willson"
5/18/2021 12:54:05,Michigan,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Leads by example,Message,Yes,Slightly,Campaign team members,2-3,"Jeffrey Baker, Walter Baldwin, Sarah Botti, Noah Diaz, Lara Doorn, Brock Freeland, Trevor Harrison, Elise Hof, Caleb Knapp, Noah Powers, Luke Willson"
5/18/2021 12:54:05,Michigan,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Leads by example,Message,Yes,Slightly,Campaign team members,2-3,"Jeffrey Baker, Walter Baldwin, Sarah Botti, Noah Diaz, Lara Doorn, Brock Freeland, Trevor Harrison, Elise Hof, Caleb Knapp, Noah Powers, Luke Willson"
5/18/2021 12:54:06,Michigan,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Leads by example,Message,Yes,Slightly,Campaign team members,2-3,"Jeffrey Baker, Walter Baldwin, Sarah Botti, Noah Diaz, Lara Doorn, Brock Freeland, Trevor Harrison, Elise Hof, Caleb Knapp, Noah Powers, Luke Willson"
5/18/2021 12:54:06,Michigan,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Leads by example,Message,Yes,Slightly,Campaign team members,2-3,"Jeffrey Baker, Walter Baldwin, Sarah Botti, Noah Diaz, Lara Doorn, Brock Freeland, Trevor Harrison, Elise Hof, Caleb Knapp, Noah Powers, Luke Willson"
5/18/2021 12:54:08,Michigan,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Leads by example,Message,Yes,Slightly,Campaign team members,2-3,"Jeffrey Baker, Walter Baldwin, Sarah Botti, Noah Diaz, Lara Doorn, Brock Freeland, Trevor Harrison, Elise Hof, Caleb Knapp, Noah Powers, Luke Willson"
5/18/2021 12:54:36,South Dakota,Yes,Vision,No,,Yes,Performance during debates,Kindness,Individual,Yes,Slightly,Social Media presence,6+,"Walter Baldwin, Austin Blackard, Sarah Botti, Brooks Breedlove, Jake Brietzke, Reese Chatman, Noah Diaz, Wyatt Dillard, Lara Doorn, Eden Edwards, Evie Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Elise Hof, John Jordan, Joseph Lasseter, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Hannah Nelson, Nathaniel Olaires, Corban smith, Grayson Sykes, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Ethan Wright, Max Zepeda"
5/18/2021 12:55:08,Alabama,Yes,Vision,No,Undecided,Yes,Performance during debates,Confidence,Message,Yes,Slightly,Campaign team members,This is my first year,"Jeffrey Baker, Bruce Bigler, Brooks Breedlove, Noah Diaz, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Elise Hof, Caleb Knapp, Gideon Miller, Hannah Nelson, Noah Powers"
5/18/2021 12:55:09,Tennessee,Yes,N/A,No,Elise Hof/Brock Freeland,Yes,Performance during debates,Humility,Individual,Yes,Slightly,Social Media presence,6+,"Jackson Archer, Jeffrey Baker, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Noah Diaz, Heidi Dillow, Eden Edwards, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Trevor Harrison, Elise Hof, Madison Hunsucker, John Jordan, Caleb Knapp, Tylah Lynn, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Noah Powers, Brennan Roub, Lillian Savage, Rose Schumacher, Caleb Shirk, Corban smith, Macie Smith, John Sprayberry, Linnea Stuart, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
